Date ,Price ,Open ,High ,Low ,Vol. ,Change %
"Mar 16, 2010 ",383.70 ,385.44 ,387.57 ,380.82 ,1.30M ,-0.13%
"Mar 17, 2010 ",389.71 ,387.02 ,391.24 ,384.86 ,1.13M ,1.57%
"Mar 18, 2010 ",384.36 ,392.82 ,395.45 ,381.85 ,911.06K ,-1.37%
"Mar 19, 2010 ",383.06 ,385.91 ,388.13 ,381.80 ,887.07K ,-0.34%
"Mar 22, 2010 ",383.85 ,379.48 ,387.18 ,377.00 ,838.66K ,0.21%
"Mar 23, 2010 ",379.77 ,379.64 ,387.49 ,378.66 ,996.73K ,-1.06%
"Mar 25, 2010 ",379.19 ,377.00 ,382.27 ,374.36 ,1.76M ,-0.15%
"Mar 26, 2010 ",378.32 ,382.80 ,384.46 ,375.55 ,1.00M ,-0.23%
"Mar 29, 2010 ",377.32 ,378.58 ,381.22 ,374.10 ,1.10M ,-0.26%
"Mar 30, 2010 ",369.93 ,374.36 ,379.11 ,366.64 ,2.76M ,-1.96%
"Mar 31, 2010 ",372.76 ,370.15 ,374.31 ,368.77 ,2.97M ,0.77%
"Apr 01, 2010 ",380.35 ,374.89 ,382.54 ,373.31 ,1.07M ,2.04%
"Apr 05, 2010 ",380.77 ,381.22 ,383.22 ,375.97 ,650.40K ,0.11%
"Apr 06, 2010 ",377.11 ,382.27 ,382.80 ,374.55 ,770.00K ,-0.96%
"Apr 07, 2010 ",376.87 ,379.64 ,379.64 ,372.78 ,1.33M ,-0.06%
"Apr 08, 2010 ",377.92 ,377.00 ,382.22 ,374.36 ,1.05M ,0.28%
"Apr 09, 2010 ",374.65 ,378.58 ,380.72 ,373.41 ,1.71M ,-0.87%
"Apr 12, 2010 ",370.01 ,377.00 ,377.00 ,366.88 ,1.02M ,-1.24%
"Apr 13, 2010 ",379.50 ,370.15 ,381.48 ,369.09 ,2.41M ,2.56%
"Apr 15, 2010 ",380.77 ,380.53 ,387.23 ,378.92 ,2.18M ,0.33%
"Apr 16, 2010 ",380.74 ,380.77 ,382.72 ,378.58 ,776.73K ,-0.01%
"Apr 19, 2010 ",371.25 ,378.05 ,379.58 ,369.67 ,778.30K ,-2.49%
"Apr 20, 2010 ",366.80 ,372.78 ,376.68 ,365.06 ,1.63M ,-1.20%
"Apr 21, 2010 ",371.73 ,368.83 ,373.10 ,362.82 ,1.21M ,1.34%
"Apr 22, 2010 ",371.33 ,370.62 ,376.95 ,367.80 ,1.03M ,-0.11%
"Apr 23, 2010 ",364.82 ,377.13 ,384.65 ,363.87 ,8.07M ,-1.75%
"Apr 26, 2010 ",368.62 ,366.45 ,371.46 ,365.56 ,1.55M ,1.04%
"Apr 27, 2010 ",368.25 ,371.73 ,371.73 ,366.19 ,1.47M ,-0.10%
"Apr 28, 2010 ",364.24 ,365.93 ,366.45 ,362.24 ,2.90M ,-1.09%
"Apr 29, 2010 ",363.74 ,365.40 ,365.40 ,359.68 ,2.16M ,-0.14%
"Apr 30, 2010 ",354.06 ,366.45 ,366.85 ,353.27 ,3.10M ,-2.66%
"May 03, 2010 ",355.72 ,352.69 ,357.89 ,348.00 ,1.66M ,0.47%
"May 04, 2010 ",348.00 ,359.28 ,359.28 ,346.63 ,854.77K ,-2.17%
"May 05, 2010 ",354.01 ,345.36 ,355.91 ,341.36 ,1.15M ,1.73%
"May 06, 2010 ",347.71 ,353.80 ,361.18 ,345.36 ,1.04M ,-1.78%
"May 07, 2010 ",336.24 ,342.73 ,345.36 ,332.71 ,1.77M ,-3.30%
"May 10, 2010 ",403.38 ,389.40 ,406.50 ,384.09 ,2.29M ,19.97%
"May 11, 2010 ",400.83 ,405.60 ,405.60 ,394.35 ,1.05M ,-0.63%
"May 12, 2010 ",408.54 ,403.65 ,410.01 ,399.75 ,1.85M ,1.92%
"May 13, 2010 ",403.98 ,412.74 ,415.62 ,401.58 ,1.86M ,-1.12%
"May 14, 2010 ",399.84 ,407.28 ,408.00 ,395.46 ,1.17M ,-1.02%
"May 17, 2010 ",387.27 ,391.20 ,396.00 ,382.20 ,2.39M ,-3.14%
"May 18, 2010 ",395.91 ,387.60 ,399.42 ,384.69 ,1.69M ,2.23%
"May 19, 2010 ",389.82 ,392.40 ,393.00 ,383.40 ,1.80M ,-1.54%
"May 20, 2010 ",392.46 ,390.12 ,397.68 ,386.40 ,2.83M ,0.68%
"May 21, 2010 ",385.02 ,384.90 ,388.92 ,375.84 ,2.29M ,-1.90%
"May 24, 2010 ",388.77 ,391.20 ,393.12 ,381.90 ,1.10M ,0.97%
"May 25, 2010 ",380.19 ,387.30 ,387.30 ,376.80 ,914.11K ,-2.21%
"May 26, 2010 ",390.12 ,382.92 ,391.80 ,382.08 ,1.25M ,2.61%
"May 27, 2010 ",394.47 ,390.12 ,398.82 ,386.40 ,2.22M ,1.12%
"May 28, 2010 ",398.28 ,399.00 ,399.60 ,393.12 ,933.85K ,0.97%
"May 31, 2010 ",401.79 ,399.48 ,405.66 ,394.50 ,939.67K ,0.88%
"Jun 01, 2010 ",394.98 ,404.34 ,404.82 ,393.00 ,687.62K ,-1.69%
"Jun 02, 2010 ",389.97 ,396.00 ,399.30 ,388.20 ,1.21M ,-1.27%
"Jun 03, 2010 ",393.36 ,393.60 ,398.28 ,392.07 ,1.01M ,0.87%
"Jun 04, 2010 ",393.27 ,393.06 ,395.34 ,390.72 ,462.38K ,-0.02%
"Jun 07, 2010 ",391.65 ,373.08 ,395.94 ,373.08 ,2.48M ,-0.41%
"Jun 08, 2010 ",385.41 ,393.00 ,395.40 ,384.30 ,1.55M ,-1.59%
"Jun 09, 2010 ",377.58 ,386.94 ,387.60 ,376.20 ,2.22M ,-2.03%
"Jun 10, 2010 ",385.53 ,376.80 ,387.00 ,375.00 ,1.42M ,2.11%
"Jun 11, 2010 ",388.44 ,390.00 ,392.37 ,387.06 ,1.45M ,0.75%
"Jun 14, 2010 ",404.52 ,390.03 ,405.54 ,388.44 ,2.30M ,4.14%
"Jun 15, 2010 ",408.20 ,422.40 ,422.40 ,404.10 ,1.38M ,0.91%
"Jun 16, 2010 ",408.80 ,410.55 ,414.75 ,405.10 ,781.37K ,0.15%
"Jun 17, 2010 ",413.40 ,409.60 ,415.90 ,403.20 ,950.95K ,1.13%
"Jun 18, 2010 ",409.60 ,415.00 ,422.00 ,407.05 ,1.09M ,-0.92%
"Jun 21, 2010 ",415.45 ,412.00 ,418.00 ,410.10 ,828.09K ,1.43%
"Jun 22, 2010 ",406.40 ,415.45 ,415.45 ,399.55 ,893.84K ,-2.18%
"Jun 23, 2010 ",404.85 ,406.00 ,409.00 ,400.35 ,1.23M ,-0.38%
"Jun 24, 2010 ",402.25 ,405.35 ,407.45 ,399.00 ,2.49M ,-0.64%
"Jun 25, 2010 ",389.30 ,405.00 ,405.00 ,387.00 ,1.76M ,-3.22%
"Jun 28, 2010 ",394.70 ,390.00 ,397.00 ,390.00 ,915.44K ,1.39%
"Jun 29, 2010 ",389.65 ,395.10 ,397.90 ,386.85 ,1.03M ,-1.28%
"Jun 30, 2010 ",384.50 ,380.00 ,387.65 ,380.00 ,1.49M ,-1.32%
"Jul 01, 2010 ",375.15 ,384.00 ,384.00 ,372.10 ,1.29M ,-2.43%
"Jul 02, 2010 ",385.60 ,376.15 ,388.00 ,372.55 ,2.05M ,2.79%
"Jul 05, 2010 ",390.05 ,386.00 ,391.40 ,383.80 ,747.91K ,1.15%
"Jul 06, 2010 ",397.35 ,390.00 ,398.50 ,384.00 ,1.43M ,1.87%
"Jul 07, 2010 ",393.30 ,398.00 ,398.70 ,390.00 ,701.90K ,-1.02%
"Jul 08, 2010 ",395.40 ,398.00 ,401.90 ,394.25 ,941.74K ,0.53%
"Jul 09, 2010 ",401.20 ,398.00 ,402.65 ,396.45 ,966.49K ,1.47%
"Jul 12, 2010 ",409.80 ,403.00 ,412.00 ,401.80 ,1.25M ,2.14%
"Jul 13, 2010 ",403.95 ,411.00 ,416.65 ,400.05 ,2.05M ,-1.43%
"Jul 14, 2010 ",399.15 ,405.00 ,409.00 ,395.00 ,1.01M ,-1.19%
"Jul 15, 2010 ",402.00 ,398.00 ,403.75 ,397.05 ,811.24K ,0.71%
"Jul 16, 2010 ",402.25 ,403.00 ,410.00 ,398.10 ,1.21M ,0.06%
"Jul 19, 2010 ",404.25 ,402.50 ,405.90 ,396.65 ,1.11M ,0.50%
"Jul 20, 2010 ",408.00 ,405.00 ,409.50 ,403.10 ,1.08M ,0.93%
"Jul 21, 2010 ",415.05 ,410.00 ,416.85 ,408.30 ,1.11M ,1.73%
"Jul 22, 2010 ",415.40 ,417.00 ,419.80 ,411.15 ,1.12M ,0.08%
"Jul 23, 2010 ",412.45 ,417.05 ,430.45 ,410.55 ,4.54M ,-0.71%
"Jul 26, 2010 ",413.45 ,415.10 ,418.10 ,411.65 ,1.14M ,0.24%
"Jul 27, 2010 ",418.05 ,414.95 ,419.50 ,414.70 ,1.02M ,1.11%
"Jul 28, 2010 ",414.80 ,419.00 ,420.90 ,412.90 ,513.01K ,-0.78%
"Jul 29, 2010 ",416.65 ,415.00 ,418.50 ,412.10 ,844.62K ,0.45%
"Jul 30, 2010 ",412.30 ,415.00 ,417.00 ,408.50 ,789.80K ,-1.04%
"Aug 02, 2010 ",413.75 ,415.00 ,419.00 ,409.35 ,1.04M ,0.35%
"Aug 03, 2010 ",411.95 ,417.00 ,418.20 ,411.00 ,461.97K ,-0.44%
"Aug 04, 2010 ",428.80 ,413.00 ,430.50 ,412.35 ,2.29M ,4.09%
"Aug 05, 2010 ",431.20 ,428.75 ,434.95 ,425.55 ,1.67M ,0.56%
"Aug 06, 2010 ",432.95 ,429.75 ,439.60 ,429.50 ,1.99M ,0.41%
"Aug 09, 2010 ",436.95 ,433.00 ,438.50 ,428.00 ,1.38M ,0.92%
"Aug 10, 2010 ",427.80 ,435.15 ,436.50 ,426.60 ,1.37M ,-2.09%
"Aug 11, 2010 ",418.95 ,433.00 ,433.00 ,417.10 ,785.89K ,-2.07%
"Aug 12, 2010 ",411.65 ,417.85 ,417.85 ,407.35 ,1.14M ,-1.74%
"Aug 13, 2010 ",415.00 ,413.15 ,421.90 ,412.55 ,731.74K ,0.81%
"Aug 16, 2010 ",414.15 ,413.20 ,419.00 ,410.00 ,779.56K ,-0.20%
"Aug 17, 2010 ",411.85 ,414.00 ,418.50 ,410.05 ,1.23M ,-0.56%
"Aug 18, 2010 ",420.60 ,413.25 ,423.50 ,412.60 ,806.47K ,2.12%
"Aug 19, 2010 ",419.55 ,422.00 ,424.50 ,416.05 ,720.87K ,-0.25%
"Aug 20, 2010 ",411.70 ,419.70 ,419.70 ,411.00 ,562.55K ,-1.87%
"Aug 23, 2010 ",412.95 ,414.00 ,415.70 ,411.75 ,492.21K ,0.30%
"Aug 24, 2010 ",408.10 ,413.00 ,415.40 ,407.00 ,716.48K ,-1.17%
"Aug 25, 2010 ",399.55 ,408.00 ,408.00 ,397.45 ,841.77K ,-2.10%
"Aug 26, 2010 ",399.80 ,401.00 ,404.80 ,397.40 ,1.33M ,0.06%
"Aug 27, 2010 ",396.95 ,400.00 ,400.00 ,393.90 ,629.65K ,-0.71%
"Aug 30, 2010 ",398.00 ,398.15 ,406.70 ,393.05 ,997.30K ,0.26%
"Aug 31, 2010 ",400.25 ,397.60 ,402.00 ,393.35 ,1.02M ,0.57%
"Sep 01, 2010 ",403.55 ,400.25 ,404.50 ,398.65 ,1.94M ,0.82%
"Sep 02, 2010 ",403.45 ,407.00 ,407.85 ,401.20 ,657.45K ,-0.02%
"Sep 03, 2010 ",401.30 ,407.20 ,407.20 ,398.25 ,696.14K ,-0.53%
"Sep 06, 2010 ",405.25 ,402.00 ,407.75 ,401.35 ,1.12M ,0.98%
"Sep 07, 2010 ",408.25 ,406.95 ,409.65 ,403.15 ,1.58M ,0.74%
"Sep 08, 2010 ",410.55 ,407.80 ,415.65 ,403.50 ,1.36M ,0.56%
"Sep 09, 2010 ",408.00 ,411.00 ,413.55 ,405.75 ,1.04M ,-0.62%
"Sep 13, 2010 ",403.20 ,410.00 ,412.00 ,400.60 ,1.50M ,-1.18%
"Sep 14, 2010 ",417.90 ,405.00 ,419.70 ,403.80 ,1.58M ,3.65%
"Sep 15, 2010 ",428.05 ,419.00 ,429.55 ,418.60 ,1.95M ,2.43%
"Sep 16, 2010 ",423.45 ,429.00 ,431.90 ,421.60 ,1.54M ,-1.07%
"Sep 17, 2010 ",420.25 ,425.00 ,430.75 ,418.10 ,931.20K ,-0.76%
"Sep 20, 2010 ",420.35 ,422.00 ,426.00 ,417.70 ,972.37K ,0.02%
"Sep 21, 2010 ",435.30 ,422.00 ,437.40 ,422.00 ,2.50M ,3.56%
"Sep 22, 2010 ",439.65 ,436.00 ,444.80 ,430.50 ,2.52M ,1.00%
"Sep 23, 2010 ",443.15 ,439.50 ,445.00 ,433.00 ,1.70M ,0.80%
"Sep 24, 2010 ",447.05 ,444.00 ,450.00 ,438.30 ,1.47M ,0.88%
"Sep 27, 2010 ",444.60 ,448.30 ,452.00 ,442.95 ,1.02M ,-0.55%
"Sep 28, 2010 ",441.50 ,444.60 ,450.00 ,438.00 ,971.36K ,-0.70%
"Sep 29, 2010 ",442.35 ,441.50 ,450.20 ,437.50 ,1.12M ,0.19%
"Sep 30, 2010 ",449.45 ,445.00 ,454.40 ,438.15 ,1.64M ,1.61%
"Oct 01, 2010 ",461.70 ,448.00 ,462.95 ,446.00 ,2.01M ,2.73%
"Oct 04, 2010 ",464.30 ,464.00 ,472.00 ,461.05 ,1.50M ,0.56%
"Oct 05, 2010 ",461.10 ,463.35 ,467.50 ,459.55 ,780.55K ,-0.69%
"Oct 06, 2010 ",464.90 ,464.00 ,469.95 ,461.25 ,508.41K ,0.82%
"Oct 07, 2010 ",457.70 ,465.00 ,466.00 ,456.40 ,805.73K ,-1.55%
"Oct 08, 2010 ",462.50 ,459.05 ,468.00 ,454.00 ,1.00M ,1.05%
"Oct 11, 2010 ",463.65 ,460.60 ,468.65 ,459.60 ,486.19K ,0.25%
"Oct 12, 2010 ",463.45 ,466.00 ,472.00 ,460.10 ,1.40M ,-0.04%
"Oct 13, 2010 ",483.40 ,462.00 ,486.95 ,462.00 ,2.63M ,4.30%
"Oct 14, 2010 ",490.45 ,488.00 ,500.00 ,483.35 ,2.42M ,1.46%
"Oct 15, 2010 ",473.45 ,492.00 ,499.75 ,470.10 ,2.03M ,-3.47%
"Oct 18, 2010 ",467.85 ,473.10 ,475.00 ,461.25 ,2.59M ,-1.18%
"Oct 19, 2010 ",464.50 ,471.00 ,476.95 ,461.00 ,957.38K ,-0.72%
"Oct 20, 2010 ",464.00 ,461.00 ,472.50 ,460.00 ,762.00K ,-0.11%
"Oct 21, 2010 ",470.15 ,468.00 ,472.35 ,460.00 ,951.38K ,1.33%
"Oct 22, 2010 ",448.90 ,463.70 ,463.70 ,444.15 ,3.86M ,-4.52%
"Oct 25, 2010 ",430.35 ,446.50 ,450.00 ,425.65 ,4.62M ,-4.13%
"Oct 26, 2010 ",430.40 ,426.05 ,438.75 ,425.70 ,4.87M ,0.01%
"Oct 27, 2010 ",430.75 ,433.00 ,437.45 ,426.40 ,1.23M ,0.08%
"Oct 28, 2010 ",427.05 ,435.00 ,436.00 ,421.50 ,3.37M ,-0.86%
"Oct 29, 2010 ",419.75 ,429.50 ,430.00 ,415.00 ,970.17K ,-1.71%
"Nov 01, 2010 ",423.70 ,428.00 ,428.00 ,422.05 ,984.97K ,0.94%
"Nov 02, 2010 ",433.85 ,425.05 ,436.60 ,422.50 ,1.44M ,2.40%
"Nov 03, 2010 ",434.70 ,436.15 ,438.45 ,431.50 ,1.03M ,0.20%
"Nov 04, 2010 ",436.75 ,439.00 ,440.00 ,435.00 ,693.24K ,0.47%
"Nov 05, 2010 ",438.05 ,439.00 ,441.90 ,437.10 ,137.61K ,0.30%
"Nov 08, 2010 ",431.20 ,441.50 ,441.50 ,430.00 ,684.84K ,-1.56%
"Nov 09, 2010 ",431.65 ,432.70 ,436.70 ,426.25 ,919.01K ,0.10%
"Nov 10, 2010 ",436.55 ,435.00 ,439.00 ,432.00 ,982.09K ,1.14%
"Nov 11, 2010 ",428.65 ,436.00 ,438.90 ,427.60 ,336.64K ,-1.81%
"Nov 12, 2010 ",425.20 ,432.00 ,432.00 ,422.10 ,604.86K ,-0.80%
"Nov 15, 2010 ",433.20 ,422.55 ,437.20 ,419.05 ,1.02M ,1.88%
"Nov 16, 2010 ",421.75 ,435.80 ,435.80 ,417.10 ,1.05M ,-2.64%
"Nov 18, 2010 ",418.40 ,427.90 ,427.90 ,415.25 ,1.14M ,-0.79%
"Nov 19, 2010 ",400.85 ,421.00 ,421.00 ,397.50 ,1.11M ,-4.19%
"Nov 22, 2010 ",418.30 ,405.00 ,420.00 ,400.85 ,2.12M ,4.35%
"Nov 23, 2010 ",417.05 ,417.00 ,422.00 ,407.50 ,1.64M ,-0.30%
"Nov 24, 2010 ",409.70 ,418.00 ,418.00 ,406.10 ,655.42K ,-1.76%
"Nov 25, 2010 ",406.25 ,410.50 ,421.00 ,399.10 ,1.97M ,-0.84%
"Nov 26, 2010 ",407.50 ,407.00 ,412.00 ,398.50 ,1.16M ,0.31%
"Nov 29, 2010 ",417.75 ,410.80 ,421.00 ,408.00 ,1.13M ,2.52%
"Nov 30, 2010 ",419.60 ,417.00 ,424.70 ,412.25 ,2.06M ,0.44%
"Dec 01, 2010 ",414.70 ,421.00 ,421.75 ,412.15 ,1.76M ,-1.17%
"Dec 02, 2010 ",426.05 ,421.00 ,431.40 ,417.75 ,3.02M ,2.74%
"Dec 03, 2010 ",427.60 ,425.00 ,433.70 ,424.00 ,1.63M ,0.36%
"Dec 06, 2010 ",430.65 ,430.00 ,436.60 ,428.90 ,1.36M ,0.71%
"Dec 07, 2010 ",434.95 ,432.00 ,437.00 ,431.95 ,851.12K ,1.00%
"Dec 08, 2010 ",435.30 ,436.70 ,439.95 ,432.00 ,1.45M ,0.08%
"Dec 09, 2010 ",437.10 ,435.00 ,441.85 ,431.00 ,1.53M ,0.41%
"Dec 10, 2010 ",450.95 ,437.00 ,453.90 ,433.05 ,2.21M ,3.17%
"Dec 13, 2010 ",448.15 ,453.00 ,453.00 ,438.10 ,1.70M ,-0.62%
"Dec 14, 2010 ",454.40 ,449.90 ,456.65 ,444.90 ,1.70M ,1.39%
"Dec 15, 2010 ",458.40 ,452.10 ,459.50 ,451.00 ,1.50M ,0.88%
"Dec 16, 2010 ",470.05 ,458.70 ,475.50 ,457.15 ,3.23M ,2.54%
"Dec 20, 2010 ",477.60 ,465.10 ,480.00 ,462.75 ,2.37M ,1.61%
"Dec 21, 2010 ",485.50 ,480.00 ,494.80 ,479.25 ,3.99M ,1.65%
"Dec 22, 2010 ",477.30 ,482.00 ,484.85 ,473.85 ,1.09M ,-1.69%
"Dec 23, 2010 ",479.50 ,482.00 ,486.70 ,476.75 ,1.31M ,0.46%
"Dec 24, 2010 ",483.45 ,470.00 ,486.45 ,470.00 ,1.23M ,0.82%
"Dec 27, 2010 ",485.10 ,480.10 ,486.70 ,480.10 ,932.07K ,0.34%
"Dec 28, 2010 ",491.35 ,485.00 ,496.25 ,485.00 ,1.60M ,1.29%
"Dec 29, 2010 ",488.50 ,491.00 ,492.10 ,486.05 ,647.49K ,-0.58%
"Dec 30, 2010 ",489.95 ,490.00 ,495.00 ,485.45 ,2.74M ,0.30%
"Dec 31, 2010 ",491.25 ,488.05 ,493.65 ,486.00 ,791.65K ,0.27%
"Jan 03, 2011 ",483.05 ,496.80 ,496.80 ,482.30 ,978.99K ,-1.67%
"Jan 04, 2011 ",484.65 ,484.10 ,489.90 ,483.10 ,1.45M ,0.33%
"Jan 05, 2011 ",485.65 ,482.55 ,490.80 ,481.00 ,1.39M ,0.21%
"Jan 06, 2011 ",486.35 ,484.35 ,489.95 ,477.20 ,1.18M ,0.14%
"Jan 07, 2011 ",476.95 ,486.10 ,492.15 ,473.25 ,1.33M ,-1.93%
"Jan 10, 2011 ",464.60 ,474.80 ,475.90 ,460.70 ,1.65M ,-2.59%
"Jan 11, 2011 ",467.45 ,461.20 ,475.00 ,455.25 ,1.65M ,0.61%
"Jan 12, 2011 ",467.70 ,472.65 ,472.65 ,457.00 ,1.22M ,0.05%
"Jan 13, 2011 ",453.55 ,461.50 ,474.20 ,447.30 ,2.29M ,-3.03%
"Jan 14, 2011 ",463.10 ,451.25 ,468.00 ,451.25 ,1.98M ,2.11%
"Jan 17, 2011 ",466.75 ,460.10 ,473.00 ,456.55 ,1.17M ,0.79%
"Jan 18, 2011 ",478.55 ,471.20 ,484.00 ,471.20 ,1.52M ,2.53%
"Jan 19, 2011 ",476.10 ,477.00 ,481.95 ,472.10 ,1.45M ,-0.51%
"Jan 20, 2011 ",477.50 ,474.85 ,482.15 ,465.50 ,1.75M ,0.29%
"Jan 21, 2011 ",455.95 ,466.00 ,466.00 ,454.50 ,3.91M ,-4.51%
"Jan 24, 2011 ",443.90 ,453.20 ,454.00 ,435.50 ,2.39M ,-2.64%
"Jan 25, 2011 ",446.90 ,448.00 ,451.75 ,433.25 ,2.19M ,0.68%
"Jan 27, 2011 ",438.65 ,450.00 ,450.00 ,434.05 ,2.96M ,-1.85%
"Jan 28, 2011 ",437.60 ,443.90 ,444.90 ,435.60 ,1.62M ,-0.24%
"Jan 31, 2011 ",438.10 ,425.00 ,446.90 ,424.60 ,1.69M ,0.11%
"Feb 01, 2011 ",429.35 ,438.60 ,444.00 ,423.00 ,1.53M ,-2.00%
"Feb 02, 2011 ",437.85 ,431.70 ,442.30 ,430.00 ,1.28M ,1.98%
"Feb 03, 2011 ",442.00 ,437.20 ,444.90 ,431.55 ,1.70M ,0.95%
"Feb 04, 2011 ",436.70 ,441.50 ,444.05 ,430.00 ,1.69M ,-1.20%
"Feb 07, 2011 ",426.90 ,435.75 ,440.95 ,425.00 ,1.41M ,-2.24%
"Feb 08, 2011 ",425.75 ,428.00 ,431.35 ,421.00 ,1.42M ,-0.27%
"Feb 09, 2011 ",424.10 ,425.25 ,431.00 ,418.05 ,1.27M ,-0.39%
"Feb 10, 2011 ",417.95 ,424.00 ,425.10 ,415.05 ,1.16M ,-1.45%
"Feb 11, 2011 ",420.25 ,414.05 ,423.50 ,407.50 ,1.69M ,0.55%
"Feb 14, 2011 ",424.40 ,421.50 ,427.80 ,416.10 ,1.43M ,0.99%
"Feb 15, 2011 ",425.45 ,425.00 ,427.40 ,417.00 ,1.09M ,0.25%
"Feb 16, 2011 ",437.15 ,421.55 ,439.80 ,421.00 ,1.53M ,2.75%
"Feb 17, 2011 ",432.05 ,439.95 ,439.95 ,428.60 ,1.14M ,-1.17%
"Feb 18, 2011 ",432.70 ,432.90 ,441.70 ,430.00 ,1.01M ,0.15%
"Feb 21, 2011 ",451.05 ,433.15 ,453.70 ,433.15 ,1.85M ,4.24%
"Feb 22, 2011 ",444.80 ,450.00 ,460.00 ,435.20 ,1.76M ,-1.39%
"Feb 23, 2011 ",436.80 ,445.30 ,445.90 ,433.40 ,1.11M ,-1.80%
"Feb 24, 2011 ",427.15 ,431.00 ,440.80 ,422.10 ,2.24M ,-2.21%
"Feb 25, 2011 ",433.05 ,432.75 ,435.70 ,423.10 ,1.60M ,1.38%
"Feb 28, 2011 ",438.20 ,434.00 ,450.80 ,432.65 ,1.82M ,1.19%
"Mar 01, 2011 ",443.45 ,440.00 ,445.00 ,433.00 ,1.29M ,1.20%
"Mar 03, 2011 ",444.30 ,435.00 ,445.90 ,435.00 ,1.62M ,0.19%
"Mar 04, 2011 ",441.40 ,448.00 ,452.40 ,440.00 ,737.33K ,-0.65%
"Mar 07, 2011 ",447.25 ,437.55 ,449.50 ,436.15 ,856.22K ,1.33%
"Mar 08, 2011 ",449.00 ,449.50 ,452.00 ,445.15 ,1.05M ,0.39%
"Mar 09, 2011 ",450.95 ,448.00 ,453.15 ,443.55 ,711.52K ,0.43%
"Mar 10, 2011 ",454.80 ,449.00 ,456.00 ,445.50 ,1.14M ,0.85%
"Mar 11, 2011 ",449.30 ,450.55 ,456.70 ,446.30 ,1.46M ,-1.21%
"Mar 14, 2011 ",456.25 ,445.00 ,457.80 ,445.00 ,1.30M ,1.55%
"Mar 15, 2011 ",442.40 ,445.00 ,457.00 ,440.20 ,1.05M ,-3.04%
"Mar 16, 2011 ",445.40 ,445.00 ,449.00 ,441.30 ,1.03M ,0.68%
"Mar 17, 2011 ",443.45 ,439.10 ,446.50 ,439.10 ,586.01K ,-0.44%
"Mar 18, 2011 ",439.90 ,444.00 ,446.30 ,434.45 ,910.25K ,-0.80%
"Mar 21, 2011 ",433.90 ,441.00 ,445.00 ,431.40 ,1.08M ,-1.36%
"Mar 22, 2011 ",434.40 ,436.60 ,439.00 ,433.00 ,262.43K ,0.12%
"Mar 23, 2011 ",436.60 ,434.40 ,439.90 ,432.00 ,475.24K ,0.51%
"Mar 24, 2011 ",439.65 ,437.60 ,445.65 ,437.60 ,926.92K ,0.70%
"Mar 25, 2011 ",455.90 ,447.45 ,458.65 ,443.85 ,2.30M ,3.70%
"Mar 28, 2011 ",461.90 ,453.55 ,464.15 ,453.55 ,1.76M ,1.32%
"Mar 29, 2011 ",463.50 ,461.50 ,467.40 ,461.00 ,1.45M ,0.35%
"Mar 30, 2011 ",472.85 ,462.55 ,475.00 ,462.55 ,935.93K ,2.02%
"Mar 31, 2011 ",480.20 ,471.15 ,484.70 ,467.00 ,3.18M ,1.55%
"Apr 01, 2011 ",476.05 ,477.00 ,479.60 ,470.00 ,703.64K ,-0.86%
"Apr 04, 2011 ",481.00 ,480.00 ,490.00 ,479.25 ,2.18M ,1.04%
"Apr 05, 2011 ",481.00 ,482.30 ,485.00 ,472.05 ,1.45M ,0.00%
"Apr 06, 2011 ",465.95 ,479.60 ,483.35 ,461.50 ,1.69M ,-3.13%
"Apr 07, 2011 ",472.45 ,464.95 ,473.75 ,458.65 ,1.10M ,1.39%
"Apr 08, 2011 ",465.55 ,470.85 ,472.00 ,460.10 ,938.89K ,-1.46%
"Apr 11, 2011 ",460.00 ,465.00 ,465.00 ,456.55 ,988.21K ,-1.19%
"Apr 13, 2011 ",472.40 ,455.00 ,474.50 ,455.00 ,1.81M ,2.70%
"Apr 15, 2011 ",449.80 ,468.00 ,472.00 ,448.00 ,2.06M ,-4.78%
"Apr 18, 2011 ",445.40 ,450.10 ,455.00 ,444.00 ,1.23M ,-0.98%
"Apr 19, 2011 ",449.55 ,444.00 ,451.80 ,439.50 ,639.45K ,0.93%
"Apr 20, 2011 ",463.65 ,452.00 ,465.80 ,452.00 ,1.44M ,3.14%
"Apr 21, 2011 ",463.15 ,462.55 ,471.70 ,460.10 ,1.79M ,-0.11%
"Apr 25, 2011 ",466.20 ,464.00 ,468.40 ,460.65 ,450.33K ,0.66%
"Apr 26, 2011 ",464.70 ,465.00 ,467.80 ,454.05 ,724.51K ,-0.32%
"Apr 27, 2011 ",451.10 ,448.80 ,454.70 ,444.40 ,4.57M ,-2.93%
"Apr 28, 2011 ",446.60 ,454.00 ,454.80 ,445.00 ,1.56M ,-1.00%
"Apr 29, 2011 ",450.30 ,446.00 ,451.65 ,444.15 ,863.52K ,0.83%
"May 02, 2011 ",447.60 ,450.00 ,453.90 ,443.00 ,539.40K ,-0.60%
"May 03, 2011 ",436.65 ,445.00 ,449.90 ,433.00 ,817.49K ,-2.45%
"May 04, 2011 ",437.00 ,438.35 ,440.80 ,428.00 ,939.57K ,0.08%
"May 05, 2011 ",432.50 ,436.00 ,438.70 ,428.00 ,1.34M ,-1.03%
"May 06, 2011 ",442.45 ,437.00 ,452.90 ,435.20 ,1.23M ,2.30%
"May 09, 2011 ",436.15 ,440.55 ,442.50 ,435.20 ,287.84K ,-1.42%
